POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CITY,STATE,POSTAL_CODE,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID
102,5,5,5,76.13,3000,50,3,85340,1,29,73,1,4,1,0,2,2,0,1,3,1,1,3,34,15,252,228
290,33,0,2,8.51,500,61,8,32456,1,32,46,1,4,0,1,1,0,0,1,3,1,1,7,114,2,317,228
193,30,30,0,118.33,7000,33,2,72704,1,50,73,1,4,0,1,2,2,0,0,3,1,1,6,54,3,134,51
108,29,29,4,137.68,15000,66,1,36109,1,41,49,1,6,2,1,2,4,0,2,3,0,1,11,116,1,258,39
259,37,2,1,98.28,49000,108,7,20011,1,62,108,0,3,2,2,1,2,1,2,0,1,1,4,47,15,82,24
7,30,30,4,111.12,34000,22,12,21114,1,43,91,1,6,1,0,2,1,0,0,0,1,1,3,34,6,48,69
34,30,30,3,92.14,1000,29,13,73003,1,32,22,1,6,2,0,1,3,0,0,1,1,1,8,76,7,21,46
46,36,1,5,53.47,5000,17,15,5401,1,31,99,1,3,0,1,2,2,1,1,0,0,1,4,72,16,179,196
366,6,6,4,133.58,30000,3,0,99504,0,50,23,1,2,1,0,2,5,0,2,0,1,1,14,65,15,161,21
204,1,3,0,129.55,5000,75,13,73120,0,45,51,1,4,2,2,0,3,0,2,0,1,1,5,36,8,343,104
49,27,27,3,136.01,5000,57,6,6042,0,37,88,1,6,1,0,2,5,0,0,1,0,1,15,42,15,114,152
305,30,30,0,149.02,2000,3,0,99577,0,36,109,1,2,0,0,2,4,0,0,0,0,1,5,4,19,233,228
234,4,5,4,120.41,10000,75,13,73119,1,60,40,1,7,0,0,1,2,0,0,0,0,1,4,67,1,74,228
186,35,2,2,7.03,700,33,2,72703,0,28,105,1,4,2,0,2,2,0,2,0,1,0,15,62,11,222,201
375,30,30,4,127.6,28000,3,0,99507,1,46,111,1,5,1,1,2,2,0,2,1,0,1,8,76,7,348,106
364,35,2,4,80.98,30000,6,5,80002,0,61,109,1,5,1,0,2,0,0,1,0,1,1,11,55,20,110,221
153,3,4,1,73.52,52625,24,4,95014,1,36,25,1,5,2,2,2,1,0,2,3,1,1,6,54,16,285,228
69,32,32,5,57.72,5000,54,10,40272,0,43,35,0,5,2,0,2,3,0,0,0,0,1,15,9,17,214,78
244,28,28,2,10.61,700,3,0,99507,1,28,92,1,6,1,0,0,0,0,2,0,1,1,6,54,7,352,228
220,27,27,1,74.66,52625,33,2,72701,1,37,79,1,6,2,2,1,1,0,2,1,1,1,2,28,8,286,164
338,32,32,5,77.35,1000,36,4,94538,1,53,46,1,2,2,0,1,0,0,0,0,1,1,11,26,0,5,199
262,26,26,4,130.65,39000,6,5,80004,1,63,83,1,5,2,0,1,0,0,2,2,0,1,2,28,13,380,228
23,7,7,2,10.2,400,66,1,36109,1,55,79,1,4,2,0,2,4,0,2,3,1,0,10,50,8,101,228
252,26,26,3,123.3,1000,36,4,94536,0,54,31,1,7,1,2,1,0,0,2,0,0,1,4,41,7,301,228
361,2,4,3,90.32,5000,66,1,36110,1,26,106,1,6,2,0,0,0,0,2,1,1,1,8,76,0,338,64
379,4,5,2,10.18,200,99,15,5672,1,62,107,1,3,2,2,2,2,0,0,0,1,1,15,83,19,164,228
168,36,3,0,190.93,4000,103,4,94587,1,45,8,1,7,0,0,0,0,0,0,0,1,1,6,54,14,124,194
417,5,6,2,11.64,100,66,1,36117,1,59,103,1,3,2,0,1,0,0,0,2,0,1,13,58,6,342,25
94,7,7,3,74.82,6000,59,11,2176,0,35,50,1,5,2,0,2,0,1,1,3,0,1,0,1,2,142,188
263,2,4,5,98.9,3000,17,15,5401,0,28,50,1,6,1,2,1,0,0,2,0,1,1,11,32,6,45,228
404,34,1,3,70.94,4000,65,12,21108,1,50,95,1,4,2,2,1,5,0,2,0,0,1,4,98,10,148,57
15,1,4,3,106.17,2000,108,7,20009,1,29,30,1,5,2,2,1,2,0,1,3,1,1,10,50,23,92,228
72,37,2,1,88.45,52625,39,3,85302,1,47,12,1,3,1,2,2,3,0,0,0,1,1,12,33,6,8,38
143,32,32,5,75.38,4000,39,3,85301,1,38,9,0,3,2,0,1,6,0,0,2,0,0,5,4,10,3,203
207,33,0,1,57.15,52625,6,5,80005,1,33,6,1,2,2,1,2,6,0,1,3,0,1,0,1,13,143,228
162,4,5,3,73.44,1000,33,2,72701,1,57,95,1,2,1,0,0,0,0,0,0,1,1,0,1,18,287,205
314,28,28,2,9.6,200,92,4,94578,1,25,48,1,3,2,2,2,2,0,1,1,1,0,8,76,11,344,72
392,1,4,3,129.97,4000,69,14,37214,0,39,17,0,7,2,1,0,2,1,0,1,0,1,0,1,6,373,102
319,5,6,1,52.48,52625,36,4,94538,1,34,13,1,2,1,2,1,2,0,1,0,1,1,13,63,16,132,132
302,31,31,3,134.18,4000,29,13,73003,1,31,7,1,6,1,0,0,3,0,1,2,1,1,1,61,1,28,215
28,36,3,5,66.98,5000,54,10,40205,1,33,59,1,5,1,1,0,0,0,0,0,1,1,4,30,19,388,228
311,29,29,2,7.38,400,83,4,94588,1,52,31,1,7,0,1,2,2,0,2,2,1,0,7,114,23,396,165
406,37,2,0,149.03,2000,55,8,32444,1,36,111,1,5,2,0,2,1,0,0,3,1,0,6,54,19,173,185
153,6,6,3,134.54,6000,108,7,20019,0,36,38,1,2,1,2,2,2,0,2,2,1,0,2,28,1,62,56
445,31,31,5,61.82,1000,33,2,72703,1,52,31,1,4,2,2,1,2,0,2,0,1,0,0,1,1,73,111
382,7,7,5,89.56,5000,18,11,2138,1,48,26,1,2,2,0,0,2,0,0,0,1,0,6,54,12,237,149
173,7,7,5,72.49,1000,33,2,72704,1,63,97,1,5,2,2,2,2,0,2,2,0,1,1,61,1,322,3
11,5,6,1,82.7,52625,1,4,94501,1,49,119,0,7,1,2,2,0,0,2,2,1,0,10,50,5,280,228
203,7,7,0,131.7,11000,33,2,72704,1,26,6,1,7,2,2,2,2,0,0,3,1,0,13,23,20,43,202
378,4,6,4,153.34,27000,75,13,73135,0,62,59,1,6,2,0,2,5,0,0,1,1,0,0,106,12,81,213
299,35,2,0,180.34,12000,3,0,99518,1,62,86,1,3,2,2,2,0,0,2,0,1,1,5,4,23,235,228
110,2,5,2,8.74,100,77,8,32405,1,45,68,1,7,2,0,2,0,0,1,0,1,1,0,1,6,35,18
354,31,31,4,85.41,29000,69,14,37211,1,27,52,1,4,2,0,1,2,0,0,0,0,1,10,50,6,13,198
332,0,3,0,141.15,11000,54,10,40214,1,46,80,1,2,2,1,2,2,0,1,1,1,1,10,50,10,259,228
368,29,29,2,8.58,700,108,7,20017,1,56,86,1,7,1,0,0,2,0,2,0,1,1,3,34,6,297,228
269,31,31,4,120.98,19000,3,0,99508,1,27,97,1,4,2,2,2,0,0,1,2,1,1,6,38,12,381,196
70,5,6,2,8.25,200,77,8,32405,0,49,8,0,3,1,1,2,1,0,2,2,1,1,1,61,14,19,100
416,1,4,3,93.9,2000,20,11,1020,0,64,117,1,5,1,2,2,2,0,0,2,0,1,7,114,3,166,228
424,9,9,2,7.7,200,54,10,40212,1,40,46,1,2,2,1,2,6,0,1,3,1,0,8,76,6,173,74
436,30,30,0,117.02,19000,6,5,80002,1,56,37,1,5,0,1,0,6,0,1,0,0,0,5,4,19,191,228
246,32,32,0,113.93,10000,84,9,31322,1,63,40,1,6,2,2,2,3,1,0,0,0,1,13,58,6,227,129
243,6,7,4,127.79,36000,69,14,37210,1,54,109,1,5,1,2,2,2,0,1,2,1,1,9,100,10,391,228
304,7,7,3,115.54,5000,108,7,20001,1,29,117,1,5,0,1,0,4,0,2,0,1,0,4,121,5,221,212
99,33,0,1,75.85,52625,75,13,73114,1,25,102,1,4,1,0,2,0,0,2,2,0,0,10,50,12,397,168
394,31,31,4,159.98,25000,103,4,94587,1,52,119,1,3,1,2,2,0,0,2,3,0,1,0,1,1,17,6
248,1,4,2,8.6,400,78,8,32413,0,54,82,1,2,1,0,2,0,0,1,0,1,0,5,4,15,255,228
192,9,9,4,145.0,23000,1,4,94502,1,60,12,1,3,1,2,2,0,0,1,0,1,0,3,34,10,402,207
8,32,32,1,93.84,44000,113,15,5860,0,36,84,1,3,2,0,2,0,0,0,3,0,0,12,104,11,34,228
124,6,7,1,52.94,47000,3,0,99504,1,36,18,1,5,2,0,0,2,0,2,1,0,1,7,114,8,232,124
449,3,6,4,149.77,27000,57,6,6040,1,36,6,1,2,2,2,2,5,0,1,0,1,1,5,4,1,122,228
172,6,7,4,103.98,25000,95,9,31419,1,44,67,0,5,2,0,1,4,0,2,1,1,1,7,114,0,29,4
14,5,7,4,138.1,23000,40,5,81506,1,64,109,1,7,2,0,2,2,0,2,0,1,1,14,65,6,56,87
41,29,29,1,82.08,52625,39,3,85305,1,43,113,1,3,2,1,2,3,0,0,3,0,1,5,4,12,177,26
37,4,6,1,56.26,52625,29,13,73013,1,61,22,1,4,2,2,2,2,0,2,0,1,0,3,34,19,128,32
275,37,4,5,74.96,1000,54,10,40214,1,51,51,1,4,1,0,2,0,0,2,0,1,0,9,100,13,41,175
218,6,7,2,9.51,100,2,15,5440,1,51,29,0,6,1,2,0,0,0,1,1,1,1,15,120,4,178,228
217,0,5,0,107.93,19000,77,8,32405,0,59,36,1,6,2,0,2,1,1,0,0,0,0,14,65,10,291,228
421,37,4,4,105.12,21000,38,12,21061,1,62,86,1,6,2,1,2,5,0,0,0,0,1,2,28,8,88,200
159,31,31,4,87.66,21000,63,13,73110,1,43,60,1,3,2,1,1,2,0,0,3,1,1,11,56,5,341,145
68,1,4,4,149.62,25000,69,14,37208,1,31,56,1,2,0,2,1,2,0,1,0,0,1,11,96,15,313,228
54,5,7,3,103.16,3000,13,1,35242,1,62,115,1,7,2,1,1,2,0,1,3,0,0,6,54,0,190,228
123,35,2,0,151.57,5000,39,3,85303,1,30,102,1,7,0,1,2,4,0,2,3,1,1,15,125,22,320,228
73,29,29,3,124.6,5000,66,1,36105,1,28,22,0,7,2,1,2,0,0,2,1,0,1,11,107,22,25,43
406,3,6,3,106.34,8000,3,0,99508,1,37,74,1,6,2,1,2,0,1,1,1,0,1,6,54,3,128,70
395,33,0,4,128.92,24000,54,10,40245,1,37,34,1,5,1,1,1,0,0,0,1,0,0,5,11,18,327,64
294,32,32,0,116.33,4000,78,8,32408,0,54,98,0,5,2,2,2,2,0,0,2,1,1,0,1,15,319,187
126,36,3,3,96.1,6000,3,0,99504,1,28,80,1,7,2,1,1,2,0,1,3,1,0,10,50,12,257,228
395,37,4,0,107.76,4000,84,9,31322,0,36,91,1,2,2,2,1,0,0,2,2,0,1,5,4,9,93,122
77,5,7,5,77.48,5000,66,1,36116,1,39,51,1,6,2,2,1,2,0,2,0,1,0,10,50,1,334,134
33,30,30,5,94.66,5000,6,5,80004,1,46,119,1,3,1,1,0,1,1,1,0,1,0,15,14,9,337,113
254,9,9,2,7.16,100,57,6,6040,0,59,93,1,6,2,2,1,2,0,1,2,1,0,2,28,9,125,195
450,9,9,1,98.98,36000,39,3,85308,1,38,11,1,5,1,1,0,5,0,0,2,1,1,4,0,16,141,113
272,34,1,4,141.91,17000,39,3,85306,1,41,50,0,6,2,1,2,2,0,0,2,1,1,7,114,0,400,99
113,7,8,3,110.44,3000,109,11,2472,1,42,67,1,7,2,0,0,0,0,2,0,1,1,3,34,19,335,217
278,31,31,0,125.57,5000,33,2,72701,1,50,80,1,4,2,1,2,3,0,1,0,0,1,14,65,23,321,146
253,33,0,0,151.18,2000,80,15,5761,1,38,33,0,6,2,1,1,1,0,1,2,1,1,12,78,6,23,54
175,33,0,0,181.48,10000,66,1,36110,1,62,34,0,3,2,0,2,4,0,1,0,1,0,1,61,3,215,110
264,0,5,3,121.7,4000,54,10,40202,0,46,101,1,4,0,0,2,0,0,0,2,0,0,2,28,8,328,210
268,30,30,3,114.12,5000,21,2,72034,0,61,75,1,5,0,2,0,2,0,2,1,1,0,12,2,20,353,228
205,33,0,4,83.07,19000,108,7,20020,1,57,64,1,7,1,1,0,0,0,2,1,1,1,3,34,20,406,206
59,3,6,3,104.64,8000,94,4,95409,1,56,23,1,6,1,1,2,5,0,2,0,0,0,14,65,1,250,228
130,33,0,3,97.13,6000,6,5,80005,1,51,50,1,2,1,0,1,0,0,0,1,0,0,2,28,12,225,127
208,8,9,4,108.04,14000,108,7,20017,0,55,62,1,4,1,1,1,3,0,0,3,1,1,5,11,1,256,30
117,35,2,5,69.61,5000,33,2,72704,1,44,14,1,7,1,1,0,1,0,0,0,0,0,15,117,1,163,160
81,5,7,1,57.03,52625,69,14,37211,1,26,55,1,5,1,2,0,0,0,0,2,1,0,10,50,11,262,94
349,30,30,0,168.21,16000,94,4,95409,1,60,53,1,6,2,1,2,1,0,0,0,1,1,4,103,10,36,228
71,37,4,4,93.49,23000,33,2,72703,0,31,43,1,7,0,2,0,0,0,0,1,0,0,10,50,23,330,174
51,8,9,0,117.76,5000,97,15,5482,1,57,60,1,7,1,0,2,3,0,2,0,0,1,13,23,16,65,1
61,34,1,2,7.05,300,108,7,20011,0,61,72,1,2,2,0,1,0,0,1,0,0,1,10,50,17,358,7
67,34,1,4,124.09,25000,95,9,31401,1,41,101,1,4,1,0,2,0,0,1,0,1,1,3,34,6,400,199
389,2,5,4,158.57,11000,95,9,31419,1,51,40,1,3,1,2,2,1,0,1,0,1,1,13,73,23,296,214
393,12,11,4,142.09,28000,95,9,31411,0,62,36,1,2,1,2,2,0,0,2,2,1,1,8,76,23,138,211
458,3,6,3,81.75,1000,75,13,73142,1,33,72,1,5,1,2,0,0,0,0,2,1,0,7,114,23,351,107
316,5,7,4,95.6,26000,3,0,99502,1,64,15,1,6,2,0,2,2,0,1,2,1,1,1,61,20,392,116
219,10,10,5,56.41,1000,6,5,80003,1,42,94,0,2,1,1,1,0,0,2,0,1,1,15,89,6,84,228
38,37,4,5,66.0,5000,106,11,1880,1,63,73,1,6,1,0,1,0,0,1,1,0,1,0,1,16,273,202
196,31,31,0,169.13,6000,33,2,72701,1,52,109,1,7,0,0,0,4,0,2,0,1,1,6,54,14,362,32
239,5,8,1,98.75,19000,39,3,85305,0,52,27,1,2,0,2,2,3,0,0,3,1,1,3,34,19,368,108
442,3,6,3,90.83,4000,66,1,36116,1,44,111,1,5,0,2,0,4,0,0,2,1,0,9,100,14,101,46
343,12,11,0,181.09,15000,108,7,20011,1,50,8,1,3,1,0,0,4,0,1,2,0,1,10,50,4,266,228
312,9,10,3,137.71,8000,55,8,32444,1,63,64,1,7,1,1,2,6,0,0,3,1,0,7,114,11,80,228
88,7,9,3,87.64,10000,54,10,40291,1,53,97,1,7,2,0,0,0,0,2,0,0,1,9,100,12,414,123
1,34,1,0,120.46,11000,57,6,6040,1,36,42,1,5,2,2,1,0,0,2,1,1,0,9,82,15,404,228
22,33,0,2,10.9,700,57,6,6040,1,37,74,1,6,1,2,1,0,0,0,0,1,0,2,28,17,278,140
236,14,12,3,108.84,4000,6,5,80005,1,57,56,1,6,2,1,2,3,0,1,3,0,1,1,61,6,208,228
128,31,31,0,126.27,16000,85,9,31407,1,50,58,1,6,1,2,0,1,0,1,0,1,1,2,28,6,192,175
347,36,3,5,76.45,1000,57,6,6040,0,25,44,1,3,1,2,2,2,0,0,0,1,1,6,54,2,339,154
69,36,3,2,9.5,300,69,14,37013,1,64,93,1,5,2,2,2,3,0,0,2,1,1,6,54,4,186,228
198,10,10,4,128.02,15000,108,7,20012,0,28,40,1,2,1,0,2,0,0,1,0,1,0,5,4,6,22,49
64,7,9,4,141.3,28000,69,14,37214,0,52,115,1,2,1,0,0,1,1,2,0,1,0,3,34,15,270,166
365,34,1,4,87.56,11000,33,2,72701,0,44,94,1,5,1,0,2,6,1,2,3,1,0,13,23,18,314,228
178,10,10,3,104.97,1000,57,6,6040,0,55,73,1,6,2,0,0,4,0,1,0,1,1,15,88,21,46,178
242,1,6,5,75.21,4000,57,6,6040,1,28,56,1,7,1,0,0,3,0,0,1,0,1,9,100,10,151,112
2,4,7,2,9.89,400,77,8,32405,1,39,47,0,3,0,2,2,1,0,2,2,1,0,7,114,3,252,107
224,37,4,5,62.99,2000,88,12,21140,1,45,32,1,7,2,0,2,2,0,0,2,1,1,4,7,2,371,204
35,8,9,3,101.29,4000,45,15,5001,0,40,32,1,4,0,1,2,2,0,0,2,1,1,5,4,9,44,53
374,32,32,3,121.21,7000,47,4,94544,1,29,71,1,3,1,2,2,4,0,1,3,1,1,2,28,5,277,181
427,5,8,0,157.08,5000,39,3,85302,0,42,98,1,2,0,1,1,4,0,2,0,0,1,1,61,6,206,34
53,36,3,2,10.28,500,6,5,80003,1,27,82,1,7,2,1,0,0,0,2,0,1,1,4,86,0,230,11
80,10,10,3,126.97,5000,6,5,80004,1,47,41,1,6,0,0,0,4,0,0,0,1,0,4,97,11,145,228
194,10,10,5,56.77,5000,77,8,32405,0,30,18,1,2,0,2,2,2,0,1,3,1,1,12,2,15,153,133
301,4,7,2,10.66,100,54,10,40204,1,55,72,1,2,1,0,2,3,0,0,3,1,1,9,100,14,139,19
98,9,10,4,159.35,25000,66,1,36116,1,28,112,1,5,1,1,0,0,0,2,3,1,1,9,112,13,55,156
213,9,10,3,104.23,1000,69,14,37216,0,61,97,1,2,1,0,2,4,0,2,3,1,1,12,78,9,66,193
212,37,4,2,7.24,300,33,2,72703,0,49,82,1,3,2,1,1,4,0,2,3,0,1,13,73,5,247,212
96,10,11,2,9.31,600,108,7,20016,1,32,95,1,7,2,1,0,2,0,1,2,1,0,9,100,6,67,127
12,14,12,3,104.1,6000,25,15,5873,1,47,101,1,4,1,1,1,4,0,1,2,0,1,4,102,6,147,216
293,7,9,1,56.91,52625,54,10,40272,0,51,104,1,4,2,1,2,0,0,2,0,0,1,1,61,20,292,62
151,0,5,0,183.36,6000,95,9,31410,1,59,119,1,5,2,2,2,2,0,1,0,1,0,1,61,17,86,228
433,6,9,2,9.24,200,35,15,5457,1,28,107,1,3,2,2,1,0,0,0,0,0,1,12,33,19,116,65
232,0,5,2,8.43,700,67,13,73160,1,49,8,1,4,1,2,1,0,0,2,0,0,0,9,100,23,112,173
26,7,9,2,8.86,500,33,2,72701,0,41,33,1,4,1,2,0,0,0,1,3,0,1,15,39,12,282,3
330,35,2,4,84.51,11000,66,1,36111,1,40,74,1,4,1,0,2,0,0,1,3,0,0,4,90,22,323,138
247,37,4,3,139.24,4000,54,10,40242,0,47,39,1,3,1,1,2,0,0,1,0,1,1,1,61,1,107,206
209,10,11,0,195.7,5000,33,2,72703,1,52,78,1,7,2,0,0,6,0,2,0,1,1,3,34,15,144,228
287,3,8,0,135.65,10000,39,3,85303,1,60,66,1,3,2,1,0,0,0,2,3,1,1,10,50,23,72,10
60,14,12,5,94.8,4000,95,9,31405,1,53,114,1,2,2,2,0,1,0,0,2,0,1,0,1,1,374,201
125,12,11,2,11.32,600,57,6,6042,1,35,96,1,3,1,0,2,0,0,0,2,1,0,15,118,19,63,228
131,6,9,4,94.03,19000,3,0,99517,1,36,102,1,6,2,1,1,6,0,0,0,0,1,7,114,16,210,211
431,3,8,2,8.38,700,57,6,6042,0,46,119,1,5,2,2,2,2,0,1,2,1,1,1,61,16,197,200
288,12,11,0,193.07,15000,53,4,90066,0,47,98,1,3,2,2,0,2,0,0,2,1,1,4,0,8,411,159
327,5,8,0,141.39,12000,108,7,20017,1,36,74,1,3,1,1,2,0,0,1,1,1,1,5,24,7,168,228
394,14,12,1,57.19,47000,108,7,20011,1,37,34,1,4,2,0,0,2,0,2,2,1,1,6,54,17,70,186
437,14,12,4,108.51,32000,95,9,31404,0,30,103,1,3,2,0,0,2,0,0,0,0,1,14,65,3,135,182
104,14,12,0,102.47,18000,3,0,99507,0,37,8,1,7,2,0,2,6,0,2,1,0,1,12,105,12,363,67
155,36,3,5,55.97,4000,76,4,92868,1,60,97,1,7,2,0,1,4,0,0,2,0,1,15,6,12,409,20
397,34,1,3,112.53,8000,33,2,72701,1,28,17,1,3,1,2,0,2,0,2,3,1,0,15,12,9,369,228
111,16,13,2,6.97,700,108,7,20373,1,52,74,1,6,0,1,0,0,0,1,1,1,1,3,34,18,231,101
334,35,2,1,78.38,52625,98,4,95728,1,62,106,1,6,1,2,2,1,0,0,0,1,1,3,34,11,401,208
175,35,2,4,105.72,26000,67,13,73160,0,48,57,1,5,2,1,0,4,0,0,2,1,0,4,30,6,78,127
371,8,10,3,113.33,2000,3,0,99577,0,58,6,1,5,1,0,2,2,0,0,0,1,1,13,73,15,201,114
435,5,8,5,97.88,2000,108,7,20019,1,56,53,1,4,2,2,2,0,0,1,0,0,1,1,61,10,385,95
285,9,10,1,87.54,11000,57,6,6040,0,57,31,1,6,1,0,2,6,0,1,2,1,0,10,50,4,37,63
150,14,12,3,78.64,9000,86,11,2169,1,46,23,1,4,2,0,2,0,0,0,3,1,0,13,23,14,261,85
25,1,6,0,154.17,15000,78,8,32413,0,57,88,1,3,1,1,0,0,0,0,0,1,0,12,31,9,327,169
222,16,13,1,81.13,52625,3,0,99577,1,55,46,1,2,0,0,1,2,0,1,0,0,1,6,54,21,415,161
270,2,7,1,61.9,52625,3,0,99502,1,47,119,1,6,2,1,2,2,0,1,2,0,1,4,30,3,349,119
284,0,5,4,82.78,14000,77,8,32404,1,31,66,1,3,1,2,2,6,0,2,1,1,0,5,4,15,302,11
20,10,11,2,9.29,500,95,9,31419,1,50,44,1,7,2,0,2,5,0,2,0,0,1,9,100,10,68,77
313,37,4,2,6.88,200,54,10,40210,1,59,38,1,4,1,1,1,0,0,0,0,1,1,1,61,16,253,34
45,33,0,1,60.94,31000,105,2,72956,1,43,30,1,5,0,0,0,0,1,1,0,0,1,1,61,9,332,228
368,6,9,2,6.74,200,66,1,36117,1,44,75,1,6,2,0,2,1,0,0,3,0,1,13,73,17,347,228
399,35,2,0,172.4,19000,57,6,6040,0,58,92,1,3,2,1,1,0,0,1,2,1,1,4,98,22,377,215
75,1,6,4,124.37,39000,93,4,95062,1,42,19,1,2,2,1,0,3,0,1,2,1,1,1,61,7,241,73
228,4,9,4,97.16,18000,54,10,40272,1,30,66,1,6,1,2,2,0,0,2,1,0,0,5,84,2,254,148
122,1,6,2,11.33,400,56,11,1940,0,55,24,1,2,2,0,2,2,0,2,3,1,0,4,43,4,49,212
139,8,10,2,6.14,600,39,3,85310,1,52,58,1,5,2,1,2,0,0,1,3,0,1,11,122,6,195,86
183,6,9,3,91.97,2000,112,15,5037,0,61,38,1,3,2,1,2,0,0,2,0,0,1,1,61,11,293,58
326,18,14,2,9.91,500,47,4,94545,1,40,58,1,7,0,1,1,2,0,2,2,0,1,1,61,11,295,82
171,14,12,2,9.06,600,66,1,36104,1,42,76,0,6,1,0,1,0,0,0,0,1,0,15,40,10,265,228
377,1,6,0,108.02,15000,66,1,36107,1,28,91,1,7,1,2,2,0,0,0,1,0,0,12,104,13,188,197
235,18,14,3,133.72,9000,68,4,94043,0,54,89,1,6,2,0,2,2,0,0,0,1,1,8,76,17,380,219
258,33,0,5,52.67,4000,75,13,73116,1,47,84,1,2,2,2,2,0,0,0,0,1,1,14,65,22,314,66
17,10,11,2,8.59,100,30,15,5452,0,52,94,1,7,2,2,1,0,0,0,2,1,1,14,65,3,88,115
86,34,1,5,60.08,1000,4,12,21409,1,44,82,1,2,1,0,0,6,0,1,2,0,1,4,74,15,397,228
94,18,14,1,75.45,52625,7,11,1501,1,63,95,1,4,1,1,2,2,0,1,3,1,0,12,78,16,111,89
56,36,3,3,91.89,6000,108,7,20001,0,33,118,1,7,2,0,2,0,0,2,0,0,1,4,49,20,251,102
136,5,8,0,103.4,2000,33,2,72701,1,32,7,1,3,1,1,2,1,1,0,2,1,1,7,114,16,284,228
163,36,3,2,9.01,400,57,6,6040,1,54,103,1,3,1,1,2,2,0,2,3,1,1,15,64,12,25,228
303,33,0,1,75.68,52625,54,10,40203,1,56,88,1,4,0,2,2,0,0,2,2,1,0,8,76,5,47,42
418,3,8,4,85.89,20000,39,3,85301,0,58,18,0,4,2,2,0,0,0,0,2,1,1,8,123,4,387,228
300,12,12,1,65.96,52625,33,2,72703,1,44,75,1,7,2,1,1,5,0,2,2,1,1,14,65,8,304,228
276,6,9,3,116.49,8000,57,6,6042,1,54,37,1,2,2,1,1,0,0,0,0,1,1,11,91,19,120,228
373,12,12,5,50.11,3000,57,6,6040,1,53,101,1,4,2,0,2,2,0,2,2,1,0,14,65,12,40,223
331,10,12,4,141.35,30000,55,8,32444,0,59,48,1,7,2,2,0,1,0,1,0,1,0,15,125,15,24,150
357,1,6,5,83.47,2000,74,4,94605,0,33,116,1,5,2,2,1,0,0,2,0,1,1,13,73,14,99,139
93,18,14,1,66.06,52000,107,11,2453,1,29,77,1,4,0,0,1,0,0,1,3,0,1,9,100,23,15,228
157,10,12,5,85.53,1000,72,13,73069,1,46,11,1,6,2,2,2,1,0,1,3,1,0,11,115,9,356,228
50,35,2,2,8.8,400,108,7,20019,0,55,96,1,3,2,2,2,2,0,2,1,0,0,4,72,5,367,228
260,12,12,5,64.4,2000,57,6,6042,1,64,17,1,5,0,1,1,2,0,2,0,0,0,9,100,7,20,228
323,4,9,0,109.65,18000,6,5,80003,1,32,94,1,6,2,0,2,1,0,0,1,0,1,13,23,5,267,109
20,20,15,3,77.08,7000,74,4,94602,0,58,52,1,2,2,2,0,0,0,1,0,1,1,0,1,17,30,228
187,20,15,1,63.29,52625,69,14,37212,1,32,105,1,6,1,1,2,0,0,2,3,1,1,14,65,1,268,103
50,8,11,4,81.68,25000,117,15,5201,1,51,106,1,7,2,0,2,1,0,1,0,0,0,2,28,19,87,153
403,8,11,5,95.12,2000,79,12,21122,0,62,23,1,4,2,1,2,0,0,2,0,1,1,12,17,4,53,31
457,5,10,0,103.64,7000,69,14,37210,1,41,119,1,3,1,0,2,0,0,2,2,1,1,14,65,6,51,34
350,35,2,2,7.69,400,39,3,85303,1,27,71,1,3,1,0,2,1,0,1,1,0,1,12,2,9,259,105
39,3,8,1,94.52,37000,6,5,80002,0,54,113,1,6,2,1,1,0,0,1,2,0,1,12,22,10,6,189
374,10,12,4,85.13,38000,69,14,37203,1,60,56,1,2,0,0,0,2,0,2,1,0,1,14,65,15,159,228
360,34,1,3,130.07,5000,103,4,94587,1,54,50,1,3,1,0,2,4,0,1,3,1,0,4,47,9,297,165
295,18,14,1,92.89,43000,83,4,94566,1,40,34,1,6,0,2,2,2,0,0,3,1,0,8,10,7,151,12
320,14,13,0,143.83,20000,66,1,36109,1,48,29,1,2,0,1,2,0,1,0,2,1,1,2,28,22,394,142
219,2,7,0,189.2,14000,33,2,72701,1,57,8,0,5,2,0,2,2,0,0,3,0,1,13,73,10,149,93
257,5,10,0,143.39,9000,95,9,31404,1,57,75,1,4,2,1,1,6,0,0,0,1,0,7,114,21,109,228
231,8,11,2,9.87,300,52,11,1106,0,33,40,1,6,1,1,0,0,0,1,3,1,1,2,28,2,42,228
391,6,9,5,67.48,3000,81,4,95666,1,45,31,1,7,1,2,2,2,0,1,0,0,1,2,28,2,69,55
452,7,10,5,88.11,3000,95,9,31419,1,34,30,1,7,2,1,2,5,0,1,0,1,1,12,2,5,289,98
352,4,9,1,53.24,33000,26,13,73115,1,36,79,1,4,2,1,2,4,0,1,3,1,1,0,1,8,245,177
